name,status,market,category_list,country_code,state_code,region,funding_total_usd,funding_rounds,founded_at,first_funding_at,last_funding_at,seed,venture,angel,round_A,round_B,round_C,days_to_first_check,time_between_rounds
Renthackr,operating, Marketplaces ,|Marketplaces|Collaborative Consumption|Collaboration|Rental Housing|Online Rental|Search|Real Estate|,USA,NY,New York City,40000.0,1.0,2011-01-01,2012-11-16,2012-11-16,40000.0,0.0,0.0,0.0,0.0,0.0,685.0,0
Rentify,operating, Software ,|Online Rental|Real Estate|Property Management|Startups|Software|,GBR,Non-US/Unknown,London,8565083.0,3.0,2011-08-31,2012-08-31,2014-10-23,555026.0,8010057.0,0.0,3210057.0,4800000.0,0.0,366.0,783
RENTISH,operating, Real Estate ,|Real Estate|,USA,NY,New York City,15000.0,1.0,2013-06-20,2013-08-05,2013-08-05,15000.0,0.0,0.0,0.0,0.0,0.0,46.0,0
Rentlytics,operating, B2B ,|B2B|SaaS|Real Estate|Analytics|,USA,CA,SF Bay Area,5000000.0,2.0,2013-02-01,2013-03-01,2014-11-24,5000000.0,0.0,0.0,0.0,0.0,0.0,28.0,633
RentMineOnline,acquired, Sales and Marketing ,|Facebook Applications|Real Estate|Internet Marketing|Internet|Social Network Media|Startups|Sales and Marketing|Lead Generation|Finance|,USA,CA,SF Bay Area,68525.0,2.0,2007-06-01,2007-09-01,2009-06-01,68525.0,0.0,0.0,0.0,0.0,0.0,92.0,639
RentShare,operating, Curated Web ,|Curated Web|,USA,NY,New York City,305000.0,1.0,2010-01-01,2011-07-01,2011-07-01,305000.0,0.0,0.0,0.0,0.0,0.0,546.0,0
RentStuff.com,acquired, Curated Web ,|Curated Web|,USA,TN,Nashville,675000.0,2.0,2010-01-01,2011-05-05,2012-04-12,675000.0,0.0,0.0,0.0,0.0,0.0,489.0,343
RentWiki,operating, Real Estate ,|Real Estate|,USA,GA,Atlanta,3730000.0,2.0,2008-05-12,2008-07-01,2010-04-14,1300000.0,2430000.0,0.0,0.0,0.0,0.0,50.0,652
Reonomy,operating, Analytics ,|Analytics|,USA,NY,New York City,4850000.0,2.0,2013-03-01,2013-03-01,2014-03-18,1150000.0,3700000.0,0.0,3700000.0,0.0,0.0,0.0,382
Reorg Research,operating, Market Research ,|Market Research|,USA,NY,New York City,1254544.0,1.0,2012-01-01,2014-03-05,2014-03-05,1254544.0,0.0,0.0,0.0,0.0,0.0,794.0,0
Repair Report,operating, Curated Web ,|Curated Web|,USA,AZ,Phoenix,20000.0,1.0,2012-06-01,2013-05-01,2013-05-01,20000.0,0.0,0.0,0.0,0.0,0.0,334.0,0
RepairPal,operating, Curated Web ,|Curated Web|,USA,CA,SF Bay Area,21300000.0,6.0,2007-01-01,2007-08-01,2013-02-11,950000.0,20350000.0,0.0,4000000.0,0.0,0.0,212.0,2021
ReplySend,operating, Email ,|Finance|Email|Software|,USA,CO,Denver,118000.0,1.0,2011-09-01,2012-05-01,2012-05-01,118000.0,0.0,0.0,0.0,0.0,0.0,243.0,0
REPP,operating, Identity ,|Internet|Identity|Curated Web|,USA,OH,Cincinnati,1384222.0,7.0,2012-06-02,2012-07-01,2014-01-07,915000.0,0.0,0.0,0.0,0.0,0.0,29.0,555
Reppify,operating, Social Media ,|Social Media|Human Resources|Recruiting|Reputation|Privacy|Analytics|,USA,CA,SF Bay Area,250000.0,1.0,2009-05-01,2009-10-15,2009-10-15,250000.0,0.0,0.0,0.0,0.0,0.0,167.0,0
Repsly Inc.,operating, Enterprise Software ,|Enterprise Software|,USA,MA,Boston,1292375.0,2.0,2010-03-18,2010-06-01,2014-06-11,123045.0,0.0,1169330.0,0.0,0.0,0.0,75.0,1471
reQwip,operating, Mobile Commerce ,|Sporting Goods|Sports|Mobile|Mobile Commerce|Peer-to-Peer|E-Commerce|,USA,TX,Austin,150500.0,4.0,2012-01-01,2012-10-12,2014-07-01,50000.0,0.0,0.0,0.0,0.0,0.0,285.0,627
RESAAS,operating, Social Media Marketing ,|Technology|Social Media Marketing|Social Network Media|Real Estate|Enterprise Software|,CAN,BC,Vancouver,16447317.0,11.0,2009-06-04,2009-07-01,2014-07-31,648414.0,0.0,0.0,0.0,0.0,0.0,27.0,1856
Resale Therapy,operating, E-Commerce Platforms ,|E-Commerce Platforms|,USA,WA,Seattle,260000.0,2.0,2014-01-14,2014-01-14,2014-08-10,35000.0,0.0,225000.0,0.0,0.0,0.0,0.0,208
REscour,operating, Commercial Real Estate ,|Commercial Real Estate|Real Estate|,USA,GA,Atlanta,100000.0,1.0,2013-01-01,2013-07-01,2013-07-01,100000.0,0.0,0.0,0.0,0.0,0.0,181.0,0
RescueTime,operating, SaaS ,|SaaS|Curated Web|,USA,WA,Seattle,920000.0,2.0,2007-04-01,2007-10-14,2008-09-01,20000.0,900000.0,0.0,900000.0,0.0,0.0,196.0,323
Research & Innovation,operating, Market Research ,|Market Research|,JPN,Non-US/Unknown,Tokyo,2120000.0,1.0,2011-01-01,2014-08-22,2014-08-22,2120000.0,0.0,0.0,0.0,0.0,0.0,1329.0,0
Resermap,operating, Software ,|Software|Internet|Restaurants|,ARG,Non-US/Unknown,Buenos Aires,159103.0,4.0,2010-11-01,2010-11-01,2012-09-24,129103.0,0.0,30000.0,0.0,0.0,0.0,0.0,693
Resort Gems,operating, Consumers ,|Consumers|Hotels|Travel|,USA,OH,"Columbus, Ohio",1100000.0,2.0,2010-03-01,2010-09-01,2010-12-01,800000.0,0.0,300000.0,0.0,0.0,0.0,184.0,91
Resource Guru,operating, Apps ,|Systems|Apps|Collaboration|SaaS|Task Management|Events|Project Management|Productivity Software|Career Planning|Online Scheduling|Employment|Software|,GBR,Non-US/Unknown,London,1142000.0,2.0,2011-12-12,2011-12-12,2014-01-19,1142000.0,0.0,0.0,0.0,0.0,0.0,0.0,769
ResourceKraft,operating, Clean Technology ,|Clean Energy|Clean Technology|,IRL,Non-US/Unknown,Limerick,813000.0,1.0,2007-01-01,2010-04-01,2010-04-01,813000.0,0.0,0.0,0.0,0.0,0.0,1186.0,0
Respectance,operating, Social Media ,|Social Media|,USA,CA,SF Bay Area,1750000.0,2.0,2006-06-01,2007-06-01,2007-07-01,250000.0,1500000.0,0.0,1500000.0,0.0,0.0,365.0,30
Respi,operating, Hardware ,|Hardware|Health and Wellness|,USA,MD,Baltimore,90000.0,2.0,2013-01-01,2014-05-14,2014-06-01,90000.0,0.0,0.0,0.0,0.0,0.0,498.0,18
Respiratory Technologies,operating, Hardware + Software ,|Hardware + Software|,USA,MN,Minneapolis,500000.0,1.0,2004-01-01,2012-03-05,2012-03-05,500000.0,0.0,0.0,0.0,0.0,0.0,2986.0,0
Rest Devices,operating, Hardware + Software ,|Hardware + Software|,USA,MA,Boston,1800000.0,2.0,2011-02-12,2011-08-19,2013-11-21,1800000.0,0.0,0.0,0.0,0.0,0.0,188.0,825
Restaro,operating, Apps ,|Web Tools|Apps|Discounts|Restaurants|,Unknown,Non-US/Unknown,Unknown,100000.0,1.0,2014-04-01,2014-08-28,2014-08-28,100000.0,0.0,0.0,0.0,0.0,0.0,149.0,0
Restlet,operating, Developer APIs ,|Android|Developer APIs|PaaS|Software|,USA,CA,SF Bay Area,4000000.0,2.0,2012-01-01,2013-11-14,2014-11-21,4000000.0,0.0,0.0,0.0,0.0,0.0,683.0,372
"Restore Medical Solutions, Inc.",operating, Health Care ,|Health and Wellness|Medical|Hospitals|Health Care|,USA,TN,Memphis,4100000.0,4.0,2012-05-19,2012-06-01,2014-01-22,1550000.0,2550000.0,0.0,2550000.0,0.0,0.0,13.0,600
Restorius,operating, Mobile ,|Mobile|Social Media Marketing|Recipes|Hospitality|,CHL,Non-US/Unknown,Santiago,40000.0,1.0,2013-06-28,2013-11-19,2013-11-19,40000.0,0.0,0.0,0.0,0.0,0.0,144.0,0
Resy Network,operating, Apps ,|Restaurants|Apps|,USA,NY,New York City,2000000.0,1.0,2014-01-01,2014-07-31,2014-07-31,2000000.0,0.0,0.0,0.0,0.0,0.0,211.0,0
Retail Rocket,operating, SaaS ,|SaaS|Big Data|Reviews and Recommendations|E-Commerce|,RUS,Non-US/Unknown,Moscow,450000.0,1.0,2013-02-26,2013-10-28,2013-10-28,450000.0,0.0,0.0,0.0,0.0,0.0,244.0,0
RetailerSaver.com,operating, E-Commerce ,|Group Buying|E-Commerce|,Unknown,Non-US/Unknown,Unknown,561967.0,2.0,2012-09-01,2013-01-01,2013-12-23,218845.0,0.0,343122.0,0.0,0.0,0.0,122.0,356
Retailigence,operating, Developer APIs ,|Developer APIs|Local Search|Advertising|,USA,CA,SF Bay Area,13000000.0,4.0,2009-01-01,2010-11-12,2013-03-05,1500000.0,11500000.0,0.0,2600000.0,6300000.0,0.0,680.0,844
RetailMeNot,acquired, Advertising ,|Coupons|Advertising|Custom Retail|Marketplaces|Curated Web|,USA,TX,Austin,299500000.0,5.0,2007-05-01,2009-11-01,2011-11-10,21000000.0,128500000.0,0.0,28500000.0,90000000.0,10000000.0,915.0,739
RetailMLS,operating, Real Estate ,|Big Data|Commercial Real Estate|SaaS|Retail|Real Estate|,USA,NY,New York City,1945000.0,2.0,2009-07-01,2011-09-01,2012-01-01,1945000.0,0.0,0.0,0.0,0.0,0.0,792.0,122
RetailTower,operating, Software ,|E-Commerce|Software|,GHA,Non-US/Unknown,Accra,100000.0,1.0,2010-06-29,2010-07-10,2010-07-10,100000.0,0.0,0.0,0.0,0.0,0.0,11.0,0
RetAPPs,operating, Software ,|Software|,ITA,Non-US/Unknown,Brescia,450310.0,1.0,2012-01-01,2013-10-09,2013-10-09,450310.0,0.0,0.0,0.0,0.0,0.0,647.0,0
ReTel Technologies,acquired, Analytics ,|Finance|Analytics|,USA,CA,SF Bay Area,1000000.0,2.0,2007-10-01,2009-08-06,2009-12-02,1000000.0,0.0,0.0,0.0,0.0,0.0,675.0,118
Retention Science,operating, Marketing Automation ,|CRM|Marketing Automation|Predictive Analytics|,USA,CA,Los Angeles,7021000.0,2.0,2011-01-01,2012-04-26,2014-08-05,21000.0,7000000.0,0.0,7000000.0,0.0,0.0,481.0,831
RetentionGrid,operating, Software ,|Software|,DEU,Non-US/Unknown,Berlin,669032.0,1.0,2013-01-01,2014-02-12,2014-02-12,669032.0,0.0,0.0,0.0,0.0,0.0,407.0,0
Rethink Books,operating, Software ,|Textbooks|Software|,USA,TX,Dallas,2250000.0,2.0,2010-01-01,2010-04-21,2011-11-15,250000.0,2000000.0,0.0,2000000.0,0.0,0.0,110.0,573
RethinkDB,operating, Databases ,|Databases|Enterprise Software|,USA,CA,SF Bay Area,12200000.0,4.0,2009-05-01,2009-06-01,2013-12-16,1200000.0,11000000.0,0.0,11000000.0,0.0,0.0,31.0,1659
retickr,closed, Social Media ,|Social Media|News|Curated Web|,USA,TN,Chattanooga,1550000.0,2.0,2011-03-01,2011-04-01,2012-02-23,50000.0,1500000.0,0.0,1500000.0,0.0,0.0,31.0,328
RetiDiag,operating, Health and Wellness ,|Health and Wellness|,CHL,Non-US/Unknown,Santiago,40000.0,1.0,2013-01-01,2013-07-25,2013-07-25,40000.0,0.0,0.0,0.0,0.0,0.0,205.0,0
Retrace,operating, Mobile ,|Mobile|,USA,CA,SF Bay Area,100000.0,1.0,2012-07-09,2013-04-01,2013-04-01,100000.0,0.0,0.0,0.0,0.0,0.0,266.0,0
Retrevo,acquired, Semantic Web ,|Semantic Web|Blogging Platforms|Tech Field Support|Consumer Electronics|Electronics|Search|Reviews and Recommendations|Shopping|Gadget|Hardware + Software|,USA,CA,SF Bay Area,11900000.0,3.0,2006-01-01,2006-02-01,2008-03-20,700000.0,11200000.0,0.0,3200000.0,8000000.0,0.0,31.0,778
RetroSense Therapeutics,operating, Biotechnology ,|Biotechnology|,USA,MI,Detroit,75000.0,1.0,2009-01-01,2011-10-07,2011-10-07,75000.0,0.0,0.0,0.0,0.0,0.0,1009.0,0
RetSKU,operating, Software ,|Retail Technology|Business Intelligence|Enterprise Software|SaaS|Software|,USA,NY,New York City,40000.0,1.0,2013-01-01,2014-01-06,2014-01-06,40000.0,0.0,0.0,0.0,0.0,0.0,370.0,0
Retsly,acquired, Property Management ,|Property Management|Real Estate|,CAN,BC,Vancouver,540315.0,3.0,2013-08-01,2013-08-12,2014-03-30,540315.0,0.0,0.0,0.0,0.0,0.0,11.0,230
Revalue,operating, Consulting ,|Trading|Consulting|E-Commerce|,JPN,Non-US/Unknown,Tokyo,4700000.0,1.0,2010-07-01,2010-07-20,2010-07-20,4700000.0,0.0,0.0,0.0,0.0,0.0,19.0,0
Revantha Technologies,operating, Image Recognition ,|Image Recognition|,IND,Non-US/Unknown,Chennai,150000.0,1.0,2000-01-01,2012-07-10,2012-07-10,150000.0,0.0,0.0,0.0,0.0,0.0,4574.0,0
Revasi,operating, Health and Wellness ,|Health and Wellness|,IDN,Non-US/Unknown,IDN - Other,160000.0,1.0,2012-12-01,2014-08-23,2014-08-23,160000.0,0.0,0.0,0.0,0.0,0.0,630.0,0
Revcaster,operating, Hospitality ,|Hospitality|,USA,OR,"Portland, Oregon",25000.0,1.0,2012-01-01,2012-01-01,2012-01-01,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Revee,operating, Internet ,|Internet|Software|,USA,CA,Los Angeles,1000000.0,1.0,2013-06-17,2014-06-17,2014-06-17,1000000.0,0.0,0.0,0.0,0.0,0.0,365.0,0
Revegy,operating, Enterprise Software ,|Visualization|Sales and Marketing|Enterprise Software|,USA,GA,Atlanta,840934.0,1.0,2005-01-01,2011-12-01,2011-12-01,840934.0,0.0,0.0,0.0,0.0,0.0,2525.0,0
Revelens,operating, Online Video Advertising ,|Online Video Advertising|Video Streaming|Internet|Video|,USA,CA,Los Angeles,400000.0,2.0,2013-03-01,2013-10-01,2014-01-01,100000.0,0.0,300000.0,0.0,0.0,0.0,214.0,92
REVENUE.com,operating, Advertising ,|Advertising|,USA,CA,Los Angeles,1759797.0,2.0,2010-02-10,2012-03-07,2012-05-08,1200000.0,559797.0,0.0,0.0,0.0,0.0,756.0,62
Reverb.com,operating, Marketplaces ,|Marketplaces|Music|Auctions|E-Commerce|,USA,IL,Chicago,2800000.0,2.0,2012-01-01,2013-06-18,2013-11-19,500000.0,2300000.0,0.0,2300000.0,0.0,0.0,534.0,154
Reverbeo,operating, Internet ,|Internet|Translation|Software|,CHL,Non-US/Unknown,Santiago,40000.0,2.0,2012-01-01,2012-09-01,2013-08-23,40000.0,0.0,0.0,0.0,0.0,0.0,244.0,356
Revert.IO,operating, Data Security ,|Cloud Data Services|Data Security|SaaS|,Unknown,Non-US/Unknown,Unknown,360000.0,1.0,2014-04-10,2014-04-13,2014-04-13,360000.0,0.0,0.0,0.0,0.0,0.0,3.0,0
Revetto,closed, Curated Web ,|Content Syndication|Brand Marketing|Software|Curated Web|,USA,MI,Grand Rapids,20000.0,1.0,2009-01-01,2009-05-01,2009-05-01,20000.0,0.0,0.0,0.0,0.0,0.0,120.0,0
Review Trackers,operating, Enterprise Software ,|Reviews and Recommendations|Reputation|Enterprise Software|,Unknown,Non-US/Unknown,Unknown,2060000.0,3.0,2012-05-25,2012-08-09,2014-06-17,60000.0,2000000.0,0.0,2000000.0,0.0,0.0,76.0,677
ReviewPro,operating, Social Media Management ,|Networking|Social Media Marketing|Social Media Management|Reviews and Recommendations|SaaS|Reputation|Software|,ESP,Non-US/Unknown,Barcelona,6679800.0,4.0,2008-10-03,2008-10-08,2013-07-17,270000.0,3859800.0,2550000.0,0.0,0.0,0.0,5.0,1743
Reviewspotter,closed, Web Tools ,|Web Tools|E-Commerce|,USA,NY,New York City,100000.0,1.0,2007-01-03,2007-01-23,2007-01-23,100000.0,0.0,0.0,0.0,0.0,0.0,20.0,0
ReviewZAP,operating, E-Commerce ,|E-Commerce|,Unknown,Non-US/Unknown,Unknown,60000.0,1.0,2013-06-25,2013-11-30,2013-11-30,60000.0,0.0,0.0,0.0,0.0,0.0,158.0,0
Revisu,operating, Software ,|Software|,Unknown,Non-US/Unknown,Unknown,18000.0,1.0,2011-10-01,2012-01-20,2012-01-20,18000.0,0.0,0.0,0.0,0.0,0.0,111.0,0
ReviverMx,operating, Fitness ,|Fitness|Retail|Cars|,USA,CA,SF Bay Area,2500000.0,1.0,2009-01-01,2014-08-01,2014-08-01,2500000.0,0.0,0.0,0.0,0.0,0.0,2038.0,0
Revivn,operating, Nonprofits ,|Humanitarian|Electronics|Recycling|Nonprofits|,USA,CA,SF Bay Area,100000.0,1.0,2012-03-01,2014-08-01,2014-08-01,100000.0,0.0,0.0,0.0,0.0,0.0,883.0,0
RevoDeals,closed, Curated Web ,|Music|Curated Web|,USA,IL,Chicago,25000.0,1.0,2010-03-01,2010-03-01,2010-03-01,25000.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Revolut,operating, Customer Service ,|Customer Service|Financial Services|Information Technology|,GBR,Non-US/Unknown,London,500000.0,1.0,2014-01-01,2014-06-28,2014-06-28,500000.0,0.0,0.0,0.0,0.0,0.0,178.0,0
Revolutionary Advertising Products & Solutions,operating, Mobile Advertising ,|Outdoor Advertising|Brand Marketing|Mobile Advertising|Sales and Marketing|,JAM,Non-US/Unknown,Kingston,32000.0,1.0,2009-01-01,2012-04-30,2012-04-30,32000.0,0.0,0.0,0.0,0.0,0.0,1215.0,0
Revolv,acquired, Finance ,|Finance|Home Automation|Internet of Things|Software|,USA,CO,Denver,7318000.0,3.0,2012-05-02,2012-05-17,2013-11-25,2700000.0,4500000.0,0.0,4500000.0,0.0,0.0,15.0,557
Revolve Robotics,operating, Hardware + Software ,|Mobile|Video Chat|Video Conferencing|Consumer Electronics|Tablets|Robotics|Hardware + Software|,USA,CA,SF Bay Area,615000.0,3.0,2012-03-01,2012-09-15,2014-05-19,615000.0,0.0,0.0,0.0,0.0,0.0,198.0,611
revoPT,operating, Health Care ,|Video|Exercise|Health Care|Health and Wellness|,USA,NY,Syracuse,12000.0,1.0,2011-10-14,2012-05-14,2012-05-14,12000.0,0.0,0.0,0.0,0.0,0.0,213.0,0
Revstr,operating, Startups ,|Startups|Teachers|Crowdfunding|Nonprofits|Social Media|,FRA,Non-US/Unknown,Paris,40000.0,1.0,2012-12-20,2013-12-13,2013-12-13,40000.0,0.0,0.0,0.0,0.0,0.0,358.0,0
Revuze,operating, E-Commerce ,|E-Commerce|,ISR,Non-US/Unknown,Netanya,550000.0,1.0,2013-01-01,2013-10-01,2013-10-01,550000.0,0.0,0.0,0.0,0.0,0.0,273.0,0
Rewarding Return,closed, E-Commerce ,|E-Commerce|,Unknown,Non-US/Unknown,Unknown,50000.0,1.0,2007-07-01,2008-01-01,2008-01-01,50000.0,0.0,0.0,0.0,0.0,0.0,184.0,0
Rewardix,operating, Retail ,|Social Media|Retail|Loyalty Programs|Mobile|Discounts|Incentives|Curated Web|,USA,FL,Jacksonville,240000.0,1.0,2011-01-24,2011-07-01,2011-07-01,240000.0,0.0,0.0,0.0,0.0,0.0,158.0,0
Rewardli,operating, Social Commerce ,|Group Buying|Social Commerce|Network Security|E-Commerce|,USA,CA,SF Bay Area,615000.0,3.0,2011-01-15,2011-01-15,2011-12-31,615000.0,0.0,0.0,0.0,0.0,0.0,0.0,350
RewardsForce,operating, Finance ,|Finance|CRM|Sales and Marketing|Loyalty Programs|Advertising|,USA,WA,Seattle,218000.0,2.0,2010-10-01,2010-11-01,2011-01-01,18000.0,0.0,200000.0,0.0,0.0,0.0,31.0,61
RewardsPay,operating, E-Commerce ,|E-Commerce|,USA,CA,SF Bay Area,250000.0,1.0,2010-04-01,2011-06-01,2011-06-01,250000.0,0.0,0.0,0.0,0.0,0.0,426.0,0
Rewind Me,closed, Mobile ,|Finance|Mobile|,USA,NY,New York City,800000.0,2.0,2011-12-01,2012-03-01,2012-06-14,800000.0,0.0,0.0,0.0,0.0,0.0,91.0,105
Rexter,operating, Enterprise Software ,|Internet|Mobile|CRM|Contact Management|Networking|Enterprise Software|,USA,CA,Los Angeles,1400000.0,2.0,2010-08-01,2011-01-01,2012-01-01,1400000.0,0.0,0.0,0.0,0.0,0.0,153.0,365
Rezora,operating, Direct Sales ,|Direct Sales|Financial Services|Real Estate|Marketing Automation|Email Marketing|Advertising|,USA,CO,Denver,18000.0,1.0,2008-05-27,2009-08-06,2009-08-06,18000.0,0.0,0.0,0.0,0.0,0.0,436.0,0
RF Surgical Systems,operating, Health Care ,|Health Care|,USA,CA,San Diego,29620000.0,4.0,2004-01-01,2010-05-21,2014-04-20,120000.0,29500000.0,0.0,0.0,0.0,0.0,2332.0,1430
RFMicron,operating, Semiconductors ,|Semiconductors|,USA,TX,Austin,5675631.0,3.0,2006-01-01,2010-02-05,2014-09-10,2100000.0,3575631.0,0.0,0.0,0.0,0.0,1496.0,1678
Rheti Inc,operating, Development Platforms ,|Development Platforms|Application Platforms|DIY|Android|Apps|Mobile|,USA,NC,Raleigh,154000.0,3.0,2012-03-09,2012-06-19,2013-12-01,154000.0,0.0,0.0,0.0,0.0,0.0,102.0,530
Ridango,operating, Ticketing ,|Ticketing|,EST,Non-US/Unknown,Tallinn,45958.0,1.0,2009-09-01,2014-09-03,2014-09-03,45958.0,0.0,0.0,0.0,0.0,0.0,1828.0,0
RideApart,operating, Auto ,|Lead Generation|Auto|Curated Web|,USA,CA,Los Angeles,150000.0,1.0,2011-05-01,2013-04-09,2013-04-09,150000.0,0.0,0.0,0.0,0.0,0.0,709.0,0
Ridejoy,operating, Collaborative Consumption ,|Bridging Online and Offline|Travel|Transportation|Collaborative Consumption|Social Media|,USA,CA,SF Bay Area,1300000.0,1.0,2011-01-01,2012-01-25,2012-01-25,1300000.0,0.0,0.0,0.0,0.0,0.0,389.0,0
Ridemakerz,operating, Toys ,|Toys|Cars|Virtual Worlds|E-Commerce|,USA,MO,St. Louis,23000000.0,3.0,2006-06-01,2006-06-01,2008-03-01,2700000.0,20300000.0,0.0,10000000.0,10300000.0,0.0,0.0,639
RidePal,operating, Transportation ,|Career Management|Human Resources|Clean Technology|Transportation|Public Transportation|,USA,CA,SF Bay Area,3700000.0,2.0,2011-02-17,2012-09-10,2013-09-26,500000.0,3200000.0,0.0,3200000.0,0.0,0.0,571.0,381
RIDERS,operating, Sports ,|Sports|Consumer Internet|Web Tools|Apps|Cloud Computing|Mobile|,USA,FL,Miami,270000.0,1.0,2011-10-01,2013-02-15,2013-02-15,270000.0,0.0,0.0,0.0,0.0,0.0,503.0,0
Ridley,operating, Big Data ,|Security|Home Automation|Big Data|Advertising|,USA,NY,New York City,100000.0,1.0,2014-05-01,2014-07-15,2014-07-15,100000.0,0.0,0.0,0.0,0.0,0.0,75.0,0
Riffsy,operating, Video ,|Messaging|Social Media|Video|,USA,CA,SF Bay Area,3500000.0,1.0,2014-02-01,2014-11-04,2014-11-04,3500000.0,0.0,0.0,0.0,0.0,0.0,276.0,0
Riffyn,operating, Software ,|Software|,Unknown,Non-US/Unknown,Unknown,1800000.0,1.0,2014-05-14,2014-11-14,2014-11-14,1800000.0,0.0,0.0,0.0,0.0,0.0,184.0,0
Rigetti Quantum Computing,operating, Software ,|Big Data|Hardware|Computers|Software|,USA,CA,SF Bay Area,2500000.0,1.0,2013-01-01,2014-04-15,2014-04-15,2500000.0,0.0,0.0,0.0,0.0,0.0,469.0,0
RiGHT BRAiN MEDiA,operating, Public Relations ,|Public Relations|,USA,FL,Orlando,1000000.0,1.0,2002-01-01,2013-05-09,2013-05-09,1000000.0,0.0,0.0,0.0,0.0,0.0,4146.0,0
"RightHire, Inc.",operating, Human Resources ,|Human Resources|Predictive Analytics|SaaS|Software|,USA,VA,"Washington, D.C.",900000.0,1.0,2011-03-11,2013-11-28,2013-11-28,900000.0,0.0,0.0,0.0,0.0,0.0,993.0,0
RightScale,operating, Cloud Computing ,|IaaS|Cloud Management|Cloud Computing|Enterprise Software|,USA,CA,Santa Barbara,62100000.0,5.0,2006-01-01,2006-02-13,2013-02-12,4000000.0,58100000.0,0.0,4500000.0,13000000.0,25000000.0,43.0,2556
righTune,operating, Weddings ,|Music|B2B|Messaging|Weddings|E-Commerce|,Unknown,Non-US/Unknown,Unknown,750000.0,1.0,2011-01-01,2013-01-01,2013-01-01,750000.0,0.0,0.0,0.0,0.0,0.0,731.0,0
RIGID,operating, Manufacturing ,|Manufacturing|,BEL,Non-US/Unknown,Antwerpen,26434.0,1.0,2013-09-01,2013-09-01,2013-09-01,26434.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Rijuven,operating, Mobile Health ,|Health and Wellness|Medical Devices|Mobile Health|Health Care|,USA,PA,Pittsburgh,3218879.0,4.0,2012-01-01,2012-01-01,2014-11-13,543879.0,1375000.0,1300000.0,0.0,0.0,0.0,0.0,1047
Ring,operating, Communities ,|Communities|Software|,USA,CA,Los Angeles,250000.0,1.0,2014-02-23,2014-09-29,2014-09-29,250000.0,0.0,0.0,0.0,0.0,0.0,218.0,0
Ringadoc,acquired, Software ,|Software|,USA,CA,SF Bay Area,1900000.0,3.0,2010-01-01,2012-06-07,2013-05-16,1450000.0,450000.0,0.0,0.0,0.0,0.0,888.0,343
Ringio,operating, CRM ,|CRM|Communications Hardware|Customer Service|Network Security|Small and Medium Businesses|SaaS|Software|,USA,VA,"Washington, D.C.",300000.0,2.0,2009-04-01,2011-12-01,2011-12-01,100000.0,0.0,200000.0,0.0,0.0,0.0,974.0,0
Ringleadr.com,operating, Curated Web ,|Local Coupons|Curated Web|,USA,NY,New York City,500000.0,1.0,2010-09-01,2011-06-23,2011-06-23,500000.0,0.0,0.0,0.0,0.0,0.0,295.0,0
RingMD,operating, Health Care ,|Health Care|,Unknown,Non-US/Unknown,Unknown,500000.0,1.0,2012-10-25,2013-02-08,2013-02-08,500000.0,0.0,0.0,0.0,0.0,0.0,106.0,0
Ringostat,operating, Analytics ,|Analytics|,UKR,Non-US/Unknown,Odessa,150000.0,1.0,2011-06-01,2013-02-01,2013-02-01,150000.0,0.0,0.0,0.0,0.0,0.0,611.0,0
Ringpay,operating, Internet ,|Internet|,GBR,Non-US/Unknown,London,55000.0,1.0,2013-12-19,2014-05-01,2014-05-01,55000.0,0.0,0.0,0.0,0.0,0.0,133.0,0
RingTu,operating, Communications Hardware ,|Communications Hardware|Cloud Computing|,Unknown,Non-US/Unknown,Unknown,50000.0,1.0,2013-01-01,2013-11-01,2013-11-01,50000.0,0.0,0.0,0.0,0.0,0.0,304.0,0
Rip van Wafels,operating, Tea ,|Tea|Coffee|Hospitality|,USA,CA,SF Bay Area,182000.0,1.0,2010-06-01,2011-10-01,2011-10-01,182000.0,0.0,0.0,0.0,0.0,0.0,487.0,0
"Ripl.io, Inc.",operating, Content Syndication ,|Monetization|Content Syndication|Social Media|Analytics|,USA,CA,Los Angeles,55000.0,1.0,2013-12-01,2014-05-01,2014-05-01,55000.0,0.0,0.0,0.0,0.0,0.0,151.0,0
Rippld,operating, Digital Media ,|Digital Media|Creative Industries|Creative|,USA,CA,SF Bay Area,78500.0,2.0,2011-01-01,2012-08-09,2013-06-18,78500.0,0.0,0.0,0.0,0.0,0.0,586.0,313
Ripple Labs,operating, Bitcoin ,|Bitcoin|Financial Exchanges|Finance Technology|Virtual Currency|Payments|E-Commerce|,USA,CA,SF Bay Area,9000000.0,3.0,2012-01-01,2013-04-11,2013-11-12,3500000.0,0.0,5500000.0,0.0,0.0,0.0,466.0,215
RippleFunction,closed, Advertising ,|Advertising|,USA,MA,Boston,20000.0,1.0,2010-03-01,2010-05-01,2010-05-01,20000.0,0.0,0.0,0.0,0.0,0.0,61.0,0
ripplrr inc,operating, Personalization ,|Personalization|Interest Graph|Sales and Marketing|Advertising|,CAN,ON,Toronto,94339.0,2.0,2012-06-01,2013-12-01,2014-06-01,94339.0,0.0,0.0,0.0,0.0,0.0,548.0,182
